ID	accession	gtdb_taxonomy	checkm2_completeness	checkm2_contamination	genome_size	gc_percentage	n50_contigs	contig_count	ncbi_biosample	isolation_source_x	country	mimag_high_quality	mimag_medium_quality	gtdb_representative	ncbi_genbank_assembly_accession	BioSample	ENA first public	ENA last update	ENA-CHECKLIST	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	External Id	INSDC center alias	INSDC center name	INSDC first public	INSDC last update	INSDC status	MLST_type	SRA_BioSample	Submitter Id	altitude	assembly	assembly quality	assembly software	assembly_method	assembly_method_version	binning parameters	binning software	biomaterial_provider	biotic_relationship	broker name	collected_by	collection_date	common name	completeness score	completeness software	completeness_estimated	contamination score	contamination_estimated	culture_collection	depth	derived_from	env_broad_scale	env_local_scale	env_medium	env_package	environmental-sample	environmental_sample	estimated_size	extrachrom_elements	finishing strategy (depth of coverage)	genome_coverage	genome_name	genotype	geo_loc_name	geographic location (latitude)	geographic location (longitude)	host	host-associated environmental package	host_age	host_body_habitat	host_body_product	host_description	host_diet	host_disease	host_disease_outcome	host_disease_stage	host_genotype	host_health_state	host_phenotype	host_sex	host_subject_id	host_taxid	host_tissue_sampled	identified_by	investigation_type	isol_growth_condt	isolate	isolate host	isolation_source_y	lab_host	label	lat_lon	local environmental context	locus_tag_prefix	mapping_method	mapping_method_version	mating_type	metagenome_source	metagenomic	metagenomic source	misc_param: HMP body site	misc_param: HMP supersite	note	nucleic acid extraction	num_replicons	passage_history	pathotype	project_name	project_type	quality_assessment_method	quality_assessment_method_version	ref_biomaterial	rel_to_oxygen	samp_mat_process	samp_size	sample derived from	sample_name	sample_type	scientific_name	seq_id	sequencing method	serotype	serovar	sop	source_SRA	source_SRA_ bioproject	source_material_id	specimen_voucher	strain	subgroup	subtype	taxonomic classification	taxonomic identity marker	temp	value
GCF_005238165.1	RS_GCF_005238165.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.14	2807629	37.56604748080999	261372	40	SAMN09435164	poultry feces	New Zealand	t	f	f	GCA_005238165.1	SAMN09435164												108														Janet Manson	2000																						New Zealand			Gallus gallus domesticus							not applicable															poultry feces			not collected																										pure culture											5A-15						
GCF_005238175.1	RS_GCF_005238175.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.18	2899623	37.38106340388019	261372	45	SAMN09435162	poultry feces	New Zealand	t	f	f	GCA_005238175.1	SAMN09435162												108														Janet Manson	2000																						New Zealand			Gallus gallus domesticus							not applicable															poultry feces			not collected																										pure culture											5A-12						
GCF_005238195.1	RS_GCF_005238195.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.17	2878479	37.48081766348805	176676	56	SAMN09435160	poultry feces	New Zealand	t	f	f	GCA_005238195.1	SAMN09435160												108														Janet Manson	2001																						New Zealand			Gallus gallus domesticus							not applicable															poultry feces			not collected																										pure culture											13-9-86						
GCF_005238215.1	RS_GCF_005238215.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.19	2882745	37.47918954125926	176676	71	SAMN09435161	poultry feces	New Zealand	t	f	f	GCA_005238215.1	SAMN09435161												108														Janet Manson	2001																						New Zealand			Gallus gallus domesticus							not applicable															poultry feces			not collected																										pure culture											13-9-88						
GCF_005238235.1	RS_GCF_005238235.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.14	2829494	37.542174534180376	226805	67	SAMN09435156	poultry feces	New Zealand	t	f	f	GCA_005238235.1	SAMN09435156												108														Janet Manson	2001																						New Zealand			Gallus gallus domesticus							not applicable															poultry feces			not collected																										pure culture											13-5-45						
GCF_005238245.1	RS_GCF_005238245.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.17	2880800	37.48413970459842	232541	62	SAMN09435154	poultry feces	New Zealand	t	f	f	GCA_005238245.1	SAMN09435154												108														Janet Manson	2001																						New Zealand			Gallus gallus domesticus							not applicable															poultry feces			not collected																										pure culture											13-4-35						
GCF_005238255.1	RS_GCF_005238255.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.14	2828615	37.54164405404402	198116	61	SAMN09435158	poultry feces	New Zealand	t	f	f	GCA_005238255.1	SAMN09435158												108														Janet Manson	2001																						New Zealand			Gallus gallus domesticus							not applicable															poultry feces			not collected																										pure culture											13-8-72						
GCF_005238315.1	RS_GCF_005238315.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.17	2882277	37.48676744745232	176676	69	SAMN09435152	poultry feces	New Zealand	t	f	f	GCA_005238315.1	SAMN09435152												108														Janet Manson	2001																						New Zealand			Gallus gallus domesticus							not applicable															poultry feces			not collected																										pure culture											13-4-32						
GCF_005238325.1	RS_GCF_005238325.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.17	2882202	37.48933908207501	232322	71	SAMN09435153	poultry feces	New Zealand	t	f	f	GCA_005238325.1	SAMN09435153												108														Janet Manson	2001																						New Zealand			Gallus gallus domesticus							not applicable															poultry feces			not collected																										pure culture											13-4-33						
GCF_005238335.1	RS_GCF_005238335.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.17	2882776	37.48631441936366	249308	65	SAMN09435142	poultry feces	New Zealand	t	f	f	GCA_005238335.1	SAMN09435142												108														Janet Manson	2001																						New Zealand			Gallus gallus domesticus							not applicable															poultry feces			not collected																										pure culture											13-10-96						
GCF_005238345.1	RS_GCF_005238345.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.14	2829547	37.53648784339394	249092	66	SAMN09435150	poultry feces	New Zealand	t	f	f	GCA_005238345.1	SAMN09435150												108														Janet Manson	2001																						New Zealand			Gallus gallus domesticus							not applicable															poultry feces			not collected																										pure culture											13-2-19						
GCF_005238355.1	RS_GCF_005238355.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.17	2879852	37.48029724208269	249092	57	SAMN09435151	poultry feces	New Zealand	t	f	f	GCA_005238355.1	SAMN09435151												108														Janet Manson	2001																						New Zealand			Gallus gallus domesticus							not applicable															poultry feces			not collected																										pure culture											13-2VP						
GCF_005238415.1	RS_GCF_005238415.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.15	2836496	37.51849229775526	249092	47	SAMN09435141	poultry feces	New Zealand	t	f	f	GCA_005238415.1	SAMN09435141												108														Janet Manson	2001																						New Zealand			Gallus gallus domesticus							not applicable															poultry feces			not collected																										pure culture											13-1-08						
GCF_005238425.1	RS_GCF_005238425.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.17	2883197	37.48501133016836	232742	73	SAMN09435137	poultry feces	New Zealand	t	f	f	GCA_005238425.1	SAMN09435137												108														Janet Manson	2001																						New Zealand			Gallus gallus domesticus							not applicable															poultry feces			not collected																										pure culture											13-06-51						
GCF_005238435.1	RS_GCF_005238435.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.17	2878084	37.47984644380077	249092	53	SAMN09435139	poultry feces	New Zealand	t	f	f	GCA_005238435.1	SAMN09435139												108														Janet Manson	2001																						New Zealand			Gallus gallus domesticus							not applicable															poultry feces			not collected																										pure culture											13-1-06						
GCF_005238455.1	RS_GCF_005238455.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.24	2885479	37.45354390426006	261371	77	SAMN09435132	poultry feces	New Zealand	t	f	f	GCA_005238455.1	SAMN09435132												108														Janet Manson	2001																						New Zealand			Gallus gallus domesticus							not applicable															poultry feces			not collected																										pure culture											12-7-68						
GCF_005238525.1	RS_GCF_005238525.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.17	2879308	37.47839623663832	226567	58	SAMN09435124	poultry feces	New Zealand	t	f	f	GCA_005238525.1	SAMN09435124												108														Janet Manson	2001																						New Zealand			Gallus gallus domesticus							not applicable															poultry feces			not collected																										pure culture											11-7A						
GCF_005238535.1	RS_GCF_005238535.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.23	2889077	37.43365288880827	232558	78	SAMN09435126	poultry feces	New Zealand	t	f	f	GCA_005238535.1	SAMN09435126												108														Janet Manson	2001																						New Zealand			Gallus gallus domesticus							not applicable															poultry feces			not collected																										pure culture											12-03-20						
GCF_005238585.1	RS_GCF_005238585.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.14	2810516	37.56721616205322	186469	49	SAMN09435121	poultry feces	New Zealand	t	f	f	GCA_005238585.1	SAMN09435121												108														Janet Manson	2001																						New Zealand			Gallus gallus domesticus							not applicable															poultry feces			not collected																										pure culture											10-6A						
GCF_005238605.1	RS_GCF_005238605.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.14	2811813	37.5672785175021	186469	50	SAMN09435118	poultry feces	New Zealand	t	f	f	GCA_005238605.1	SAMN09435118												108														Janet Manson	2001																						New Zealand			Gallus gallus domesticus							not applicable															poultry feces			not collected																										pure culture											10-6-41						
GCF_005238615.1	RS_GCF_005238615.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.14	2809172	37.56140992925576	186046	46	SAMN09435115	poultry feces	New Zealand	t	f	f	GCA_005238615.1	SAMN09435115												108														Janet Manson	2001																						New Zealand			Gallus gallus domesticus							not applicable															poultry feces			not collected																										pure culture											10-2-12						
GCF_005238635.1	RS_GCF_005238635.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.14	2810275	37.56209752264692	186469	47	SAMN09435113	poultry feces	New Zealand	t	f	f	GCA_005238635.1	SAMN09435113												108														Janet Manson	2001																						New Zealand			Gallus gallus domesticus							not applicable															poultry feces			not collected																										pure culture											10-1-09						
GCF_005238685.1	RS_GCF_005238685.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.2	2917517	37.42149090077697	176676	64	SAMN09435149	poultry feces	New Zealand	t	f	f	GCA_005238685.1	SAMN09435149												108														Janet Manson	2001																						New Zealand			Gallus gallus domesticus							not applicable															poultry feces			not collected																										pure culture											13-2-17						
GCF_005238695.1	RS_GCF_005238695.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.16	2878335	37.47927492463925	249092	54	SAMN09435146	poultry feces	New Zealand	t	f	f	GCA_005238695.1	SAMN09435146												108														Janet Manson	2001																						New Zealand			Gallus gallus domesticus							not applicable															poultry feces			not collected																										pure culture											13-1VP						
GCF_005238705.1	RS_GCF_005238705.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.17	2881808	37.4887043018738	232283	67	SAMN09435147	poultry feces	New Zealand	t	f	f	GCA_005238705.1	SAMN09435147												108														Janet Manson	2001																						New Zealand			Gallus gallus domesticus							not applicable															poultry feces			not collected																										pure culture											13-2-13						
GCF_005238715.1	RS_GCF_005238715.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.17	2879206	37.48087026654153	176214	62	SAMN09435145	poultry feces	New Zealand	t	f	f	GCA_005238715.1	SAMN09435145												108														Janet Manson	2001																						New Zealand			Gallus gallus domesticus							not applicable															poultry feces			not collected																										pure culture											13-1-10						
GCF_005238775.1	RS_GCF_005238775.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.17	2880749	37.489155758201264	176676	65	SAMN09435138	poultry feces	New Zealand	t	f	f	GCA_005238775.1	SAMN09435138												108														Janet Manson	2001																						New Zealand			Gallus gallus domesticus							not applicable															poultry feces			not collected																										pure culture											13-1-05						
GCF_005238795.1	RS_GCF_005238795.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.24	2889931	37.43849610185464	232288	81	SAMN09435128	poultry feces	New Zealand	t	f	f	GCA_005238795.1	SAMN09435128												108														Janet Manson	2001																						New Zealand			Gallus gallus domesticus							not applicable															poultry feces			not collected																										pure culture											12-3-27						
GCF_005238845.1	RS_GCF_005238845.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.17	2879790	37.48946468625341	134249	68	SAMN09435123	poultry feces	New Zealand	t	f	f	GCA_005238845.1	SAMN09435123												108														Janet Manson	2001																						New Zealand			Gallus gallus domesticus							not applicable															poultry feces			not collected																										pure culture											11-3A						
GCF_005238885.1	RS_GCF_005238885.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.14	2809870	37.55780886859405	186469	45	SAMN09435112	poultry feces	New Zealand	t	f	f	GCA_005238885.1	SAMN09435112												108														Janet Manson	2001																						New Zealand			Gallus gallus domesticus							not applicable															poultry feces			not collected																										pure culture											10-1-05						
