ID	accession	gtdb_taxonomy	checkm2_completeness	checkm2_contamination	genome_size	gc_percentage	n50_contigs	contig_count	ncbi_biosample	isolation_source_x	country	mimag_high_quality	mimag_medium_quality	gtdb_representative	ncbi_genbank_assembly_accession	BioSample	ENA first public	ENA last update	ENA-CHECKLIST	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	External Id	GTDB_taxonomy	INSDC center alias	INSDC center name	INSDC first public	INSDC last update	INSDC status	Submitter Id	altitude	altitute	anonymized name	assembly quality	assembly software	assembly_method	assembly_method_version	binning parameters	binning software	biomaterial_provider	broker name	checkm_completeness	checkm_contamination	collected_by	collection_date	common name	completeness score	completeness software	completeness_estimated	contamination score	contamination_estimated	contigs	culture_collection	depth	derived_from	env_broad_scale	env_local_scale	env_medium	environmental-sample	environmental_sample	ethnicity	genome_coverage	genome_name	genotype	geo_loc_name	geographic location (latitude)	geographic location (longitude)	host	host-associated environmental package	host_body_habitat	host_body_product	host_health_state	host_taxid	host_tissue_sampled	identified_by	investigation_type	isol_growth_condt	isolate	isolation_source_y	lab_host	lat_lon	length	local environmental context	locus_tag_prefix	mapping_method	mapping_method_version	mating_type	metagenome_source	metagenomic	metagenomic source	note	num_replicons	passage_history	project_name	quality_assessment_method	quality_assessment_method_version	ref_biomaterial	rel_to_oxygen	samp_size	sample derived from	sample_name	sample_type	scientific_name	seq_id	sequencing method	serotype	serovar	source_material_id	specimen_voucher	strain	subsrc_note	substrate	supplier_name	taxonomic classification	taxonomic identity marker	temp	value
GCA_948979175.1	GB_GCA_948979175.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	93.43	0.1	4075106	46.86600590542679	58359	113	SAMEA112425893	Faeces	none	f	t	f	GCA_948979175.1	SAMEA112425893			ERC000047	2023-02-03	2023-02-03	SAMEA112425893		UNIVERSITY OF CAMBRIDGE	UNIVERSITY OF CAMBRIDGE	2023-02-03T00:48:10Z	2023-02-03T00:48:10Z	public	MGBC155674				Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes_v3.10.1			default parameters, kmer: 4	metaWRAP (MetaBAT2, MaxBin2 and CONCOCT)						not provided		96.04	CheckM		0.56						mouse gut		Faeces							Singapore	not provided	not provided									metagenome-assembled genome			feces				mouse-associated habitat							mouse gut metagenome				Metagenome-assembled genomes from the Mouse Gastrointestinal Bacteria Catalogue						ERR4129518	MGBC155674		Bacteroides uniformis		Illumina										multi-marker approach		
GCA_948989015.1	GB_GCA_948989015.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	92.71	1.3	4182865	46.85213875887639	20735	362	SAMEA112374731	Faeces	none	f	t	f	GCA_948989015.1	SAMEA112374731			ERC000047	2023-02-03	2023-02-03	SAMEA112374731		UNIVERSITY OF CAMBRIDGE	UNIVERSITY OF CAMBRIDGE	2023-02-03T00:36:20Z	2023-02-03T00:36:20Z	public	MGBC100743				Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes_v3.10.1			default parameters, kmer: 4	metaWRAP (MetaBAT2, MaxBin2 and CONCOCT)						not provided		95.89	CheckM		0.93						mouse gut		Faeces							Denmark	55.676097	12.568337									metagenome-assembled genome			feces				mouse-associated habitat							mouse gut metagenome				Metagenome-assembled genomes from the Mouse Gastrointestinal Bacteria Catalogue						ERR982805	MGBC100743		Bacteroides uniformis		Illumina										multi-marker approach		
GCA_949011935.1	GB_GCA_949011935.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	92.34	0.11	4115136	46.86206043449964	55537	109	SAMEA112381991	Faeces	none	f	t	f	GCA_949011935.1	SAMEA112381991			ERC000047	2023-02-03	2023-02-03	SAMEA112381991		UNIVERSITY OF CAMBRIDGE	UNIVERSITY OF CAMBRIDGE	2023-02-03T00:36:31Z	2023-02-03T00:36:31Z	public	MGBC108160				Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes_v3.10.1			default parameters, kmer: 4	metaWRAP (MetaBAT2, MaxBin2 and CONCOCT)						not provided		96.67	CheckM		0.56						mouse gut		Faeces							Denmark	22.55545	114.05433									metagenome-assembled genome			feces				mouse-associated habitat							mouse gut metagenome				Metagenome-assembled genomes from the Mouse Gastrointestinal Bacteria Catalogue						ERR675632	MGBC108160		Bacteroides uniformis		Illumina										multi-marker approach		
GCA_949030215.1	GB_GCA_949030215.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	93.7	0.38	4206123	46.83337228880053	68722	110	SAMEA112374996	Faeces	none	f	t	f	GCA_949030215.1	SAMEA112374996			ERC000047	2023-02-03	2023-02-03	SAMEA112374996		UNIVERSITY OF CAMBRIDGE	UNIVERSITY OF CAMBRIDGE	2023-02-03T00:36:16Z	2023-02-03T00:36:16Z	public	MGBC101010				Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes_v3.10.1			default parameters, kmer: 4	metaWRAP (MetaBAT2, MaxBin2 and CONCOCT)						not provided		97.91	CheckM		0.37						mouse gut		Faeces							Denmark	55.676097	12.568337									metagenome-assembled genome			feces				mouse-associated habitat							mouse gut metagenome				Metagenome-assembled genomes from the Mouse Gastrointestinal Bacteria Catalogue						ERR982815	MGBC101010		Bacteroides uniformis		Illumina										multi-marker approach		
GCA_949067405.1	GB_GCA_949067405.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	92.55	0.2	4169086	46.87337081630425	53045	145	SAMEA112379907	Faeces	none	f	t	f	GCA_949067405.1	SAMEA112379907			ERC000047	2023-02-03	2023-02-03	SAMEA112379907		UNIVERSITY OF CAMBRIDGE	UNIVERSITY OF CAMBRIDGE	2023-02-03T00:36:30Z	2023-02-03T00:36:30Z	public	MGBC106042				Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes_v3.10.1			default parameters, kmer: 4	metaWRAP (MetaBAT2, MaxBin2 and CONCOCT)						not provided		97.43	CheckM		0.37						mouse gut		Faeces							Norway	22.55545	114.05433									metagenome-assembled genome			feces				mouse-associated habitat							mouse gut metagenome				Metagenome-assembled genomes from the Mouse Gastrointestinal Bacteria Catalogue						ERR675516	MGBC106042		Bacteroides uniformis		Illumina										multi-marker approach		
GCA_949085795.1	GB_GCA_949085795.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	90.13	0.13	4032251	46.85335133596097	108789	75	SAMEA112381973	Faeces	none	f	t	f	GCA_949085795.1	SAMEA112381973			ERC000047	2023-02-03	2023-02-03	SAMEA112381973		UNIVERSITY OF CAMBRIDGE	UNIVERSITY OF CAMBRIDGE	2023-02-03T00:36:24Z	2023-02-03T00:36:24Z	public	MGBC108142				Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes_v3.10.1			default parameters, kmer: 4	metaWRAP (MetaBAT2, MaxBin2 and CONCOCT)						not provided		96.71	CheckM		0.00						mouse gut		Faeces							Denmark	22.55545	114.05433									metagenome-assembled genome			feces				mouse-associated habitat							mouse gut metagenome				Metagenome-assembled genomes from the Mouse Gastrointestinal Bacteria Catalogue						ERR675631	MGBC108142		Bacteroides uniformis		Illumina										multi-marker approach		
GCA_949375635.1	GB_GCA_949375635.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	94.37	0.33	4159120	46.890135413260495	59114	113	SAMEA112711248	mouse gut metagenome	none	f	t	f	GCA_949375635.1	SAMEA112711248			ERC000047	2023-03-06	2023-03-06	SAMEA112711248		HELMHOLTZ CENTRE FOR INFECTION RESEARCH	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	2023-03-06T00:25:03Z	2023-03-06T00:25:03Z	public	1_110627.42_1677750964				Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes			default	metabat2						2012-01-01		97.39	CheckM		1.12						mouse digestive system		feces							Norway	60.39205	5.32235									metagenome-assembled genome			mouse gut metagenome				mouse gut							mouse gut metagenome				A Catalogue of the Mouse Gut Metagenome						SAMEA3134356	1_110627.42_1677750964		Bacteroides uniformis dnLKV2		Illumina HiSeq 2000										multi-marker approach		
GCA_949379595.1	GB_GCA_949379595.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	92.66	1.21	4129114	46.88131642768885	100661	65	SAMEA112714337	mouse gut metagenome	none	f	t	f	GCA_949379595.1	SAMEA112714337			ERC000047	2023-03-06	2023-03-06	SAMEA112714337		HELMHOLTZ CENTRE FOR INFECTION RESEARCH	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	2023-03-06T00:24:54Z	2023-03-06T00:24:54Z	public	D-Fe8_120416.25_1677753919				Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes			default	metabat2						2012-01-01		96.38	CheckM		0.62						mouse digestive system		feces							Denmark	40.416634	-3.7037659									metagenome-assembled genome			mouse gut metagenome				mouse gut							mouse gut metagenome				A Catalogue of the Mouse Gut Metagenome						SAMEA3134487	D-Fe8_120416.25_1677753919		Bacteroides uniformis dnLKV2		Illumina HiSeq 2000										multi-marker approach		
GCA_949383745.1	GB_GCA_949383745.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	92.07	0.06	4078364	46.960840180032974	63575	98	SAMEA112714242	mouse gut metagenome	none	f	t	f	GCA_949383745.1	SAMEA112714242			ERC000047	2023-03-06	2023-03-06	SAMEA112714242		HELMHOLTZ CENTRE FOR INFECTION RESEARCH	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	2023-03-06T00:24:55Z	2023-03-06T00:24:55Z	public	D-Fe5_120416.25_1677753879				Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes			default	metabat2						2012-01-01		96.32	CheckM		0.37						mouse digestive system		feces							Denmark	40.416634	-3.7037659									metagenome-assembled genome			mouse gut metagenome				mouse gut							mouse gut metagenome				A Catalogue of the Mouse Gut Metagenome						SAMEA3134484	D-Fe5_120416.25_1677753879		Bacteroides uniformis dnLKV2		Illumina HiSeq 2000										multi-marker approach		
GCA_949386435.1	GB_GCA_949386435.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	92.61	0.26	4021731	46.95701925364973	56362	139	SAMEA112713449	mouse gut metagenome	none	f	t	f	GCA_949386435.1	SAMEA112713449			ERC000047	2023-03-06	2023-03-06	SAMEA112713449		HELMHOLTZ CENTRE FOR INFECTION RESEARCH	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	2023-03-06T00:25:34Z	2023-03-06T00:25:34Z	public	10_110627.34_1677752997				Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes			default	metabat2						2012-01-01		82.07	CheckM		0.86						mouse digestive system		feces							Norway	60.39205	5.32235									metagenome-assembled genome			mouse gut metagenome				mouse gut							mouse gut metagenome				A Catalogue of the Mouse Gut Metagenome						SAMEA3134362	10_110627.34_1677752997		Bacteroides uniformis dnLKV2		Illumina HiSeq 2000										multi-marker approach		
GCA_949387915.1	GB_GCA_949387915.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	91.44	0.24	4211910	46.527537388025856	59142	115	SAMEA112713023	mouse gut metagenome	none	f	t	f	GCA_949387915.1	SAMEA112713023			ERC000047	2023-03-06	2023-03-06	SAMEA112713023		HELMHOLTZ CENTRE FOR INFECTION RESEARCH	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	2023-03-06T00:25:27Z	2023-03-06T00:25:27Z	public	7_110627.15_1677752837				Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes			default	metabat2						2012-01-01		97.92	CheckM		0.37						mouse digestive system		feces							Norway	60.39205	5.32235									metagenome-assembled genome			mouse gut metagenome				mouse gut							mouse gut metagenome				A Catalogue of the Mouse Gut Metagenome						SAMEA3134360	7_110627.15_1677752837		Bacteroides uniformis dnLKV2		Illumina HiSeq 2000										multi-marker approach		
GCA_949402505.1	GB_GCA_949402505.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	92.85	2.18	4815631	46.06642410932233	20885	409	SAMEA112713573	mouse gut metagenome	none	f	t	f	GCA_949402505.1	SAMEA112713573			ERC000047	2023-03-06	2023-03-06	SAMEA112713573		HELMHOLTZ CENTRE FOR INFECTION RESEARCH	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	2023-03-06T00:25:20Z	2023-03-06T00:25:20Z	public	19_110627.15_1677753047				Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes			default	metabat2						2012-01-01		95.06	CheckM		2.15						mouse digestive system		feces							Norway	60.39205	5.32235									metagenome-assembled genome			mouse gut metagenome				mouse gut							mouse gut metagenome				A Catalogue of the Mouse Gut Metagenome						SAMEA3134368	19_110627.15_1677753047		Bacteroides uniformis dnLKV2		Illumina HiSeq 2000										multi-marker approach		
GCA_949403105.1	GB_GCA_949403105.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.2	0.36	4640544	46.53898336057152	44811	179	SAMEA112714504	mouse gut metagenome	none	f	t	f	GCA_949403105.1	SAMEA112714504			ERC000047	2023-03-06	2023-03-06	SAMEA112714504		HELMHOLTZ CENTRE FOR INFECTION RESEARCH	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	2023-03-06T00:24:48Z	2023-03-06T00:24:48Z	public	G1-4A_111220.30_1677753988				Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes			default	metabat2						2012-01-01		96.87	CheckM		1.18						mouse digestive system		feces							USA	40.70606	-73.99703									metagenome-assembled genome			mouse gut metagenome				mouse gut							mouse gut metagenome				A Catalogue of the Mouse Gut Metagenome						SAMEA3134492	G1-4A_111220.30_1677753988		Bacteroides uniformis dnLKV2		Illumina HiSeq 2000										multi-marker approach		
GCA_949409425.1	GB_GCA_949409425.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	93.77	0.23	4208917	46.86440716222249	50951	123	SAMEA112713738	mouse gut metagenome	none	f	t	f	GCA_949409425.1	SAMEA112713738			ERC000047	2023-03-06	2023-03-06	SAMEA112713738		HELMHOLTZ CENTRE FOR INFECTION RESEARCH	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	2023-03-06T00:25:27Z	2023-03-06T00:25:27Z	public	28_110627.26_1677753111				Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes			default	metabat2						2012-01-01		96.53	CheckM		0.93						mouse digestive system		feces							Norway	60.39205	5.32235									metagenome-assembled genome			mouse gut metagenome				mouse gut							mouse gut metagenome				A Catalogue of the Mouse Gut Metagenome						SAMEA3134374	28_110627.26_1677753111		Bacteroides uniformis dnLKV2		Illumina HiSeq 2000										multi-marker approach		
GCA_949423725.1	GB_GCA_949423725.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	92.28	0.11	4081977	46.94377258862556	62445	107	SAMEA112717441	mouse gut metagenome	none	f	t	f	GCA_949423725.1	SAMEA112717441			ERC000047	2023-03-06	2023-03-06	SAMEA112717441		HELMHOLTZ CENTRE FOR INFECTION RESEARCH	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	2023-03-06T00:25:40Z	2023-03-06T00:25:40Z	public	extra-ERR982815.15_1677760401				Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes			default	metabat2						2011-01-01		95.41	CheckM		0.37						mouse digestive system		feces							Denmark	55.676098	12.568337									metagenome-assembled genome			mouse gut metagenome				mouse gut							mouse gut metagenome				High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice						SAMEA3504106	extra-ERR982815.15_1677760401		Bacteroides uniformis dnLKV2		Illumina HiSeq 2000										multi-marker approach		
GCA_949434395.1	GB_GCA_949434395.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	91.34	1.1	4164640	46.9743123055054	32061	225	SAMEA112717186	mouse gut metagenome	none	f	t	f	GCA_949434395.1	SAMEA112717186			ERC000047	2023-03-06	2023-03-06	SAMEA112717186		HELMHOLTZ CENTRE FOR INFECTION RESEARCH	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	2023-03-06T00:25:38Z	2023-03-06T00:25:38Z	public	extra-ERR982805.2_1677760303				Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes			default	metabat2						2011-01-01		95.74	CheckM		0.98						mouse digestive system		feces							Denmark	55.676098	12.568337									metagenome-assembled genome			mouse gut metagenome				mouse gut							mouse gut metagenome				High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice						SAMEA3504097	extra-ERR982805.2_1677760303		Bacteroides uniformis dnLKV2		Illumina HiSeq 2000										multi-marker approach		
GCA_949452615.1	GB_GCA_949452615.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	93.54	0.14	4199169	46.70490756623513	67349	97	SAMEA112723642	mouse gut metagenome	none	f	t	f	GCA_949452615.1	SAMEA112723642			ERC000047	2023-03-06	2023-03-06	SAMEA112723642		HELMHOLTZ CENTRE FOR INFECTION RESEARCH	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	2023-03-06T04:22:31Z	2023-03-06T04:22:31Z	public	extra-ERR982846.41_1677794780				Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes			default	metabat2						2011-01-01		97.26	CheckM		0.37						mouse digestive system		feces							Denmark	55.676098	12.568337									metagenome-assembled genome			mouse gut metagenome				mouse gut							mouse gut metagenome				High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice						SAMEA3504085	extra-ERR982846.41_1677794780		Bacteroides uniformis dnLKV2		Illumina HiSeq 2000										multi-marker approach		
GCA_949469235.1	GB_GCA_949469235.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	94.46	0.53	4329009	46.68701312471284	74942	109	SAMEA112716971	mouse gut metagenome	none	f	t	f	GCA_949469235.1	SAMEA112716971			ERC000047	2023-03-06	2023-03-06	SAMEA112716971		HELMHOLTZ CENTRE FOR INFECTION RESEARCH	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	2023-03-06T00:25:11Z	2023-03-06T00:25:11Z	public	extra-ERR982796.31_1677760217				Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes			default	metabat2						2011-01-01		97.74	CheckM		1.12						mouse digestive system		feces							Denmark	55.676098	12.568337									metagenome-assembled genome			mouse gut metagenome				mouse gut							mouse gut metagenome				High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice						SAMEA3504079	extra-ERR982796.31_1677760217		Bacteroides uniformis dnLKV2		Illumina HiSeq 2000										multi-marker approach		
GCA_949469305.1	GB_GCA_949469305.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	91.81	0.15	4185383	46.75892266012453	62889	116	SAMEA112716943	mouse gut metagenome	none	f	t	f	GCA_949469305.1	SAMEA112716943			ERC000047	2023-03-06	2023-03-06	SAMEA112716943		HELMHOLTZ CENTRE FOR INFECTION RESEARCH	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	2023-03-06T00:25:40Z	2023-03-06T00:25:40Z	public	extra-ERR982795.22_1677760209				Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes			default	metabat2						2011-01-01		97.64	CheckM		0.37						mouse digestive system		feces							Denmark	55.676098	12.568337									metagenome-assembled genome			mouse gut metagenome				mouse gut							mouse gut metagenome				High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice						SAMEA3504088	extra-ERR982795.22_1677760209		Bacteroides uniformis dnLKV2		Illumina HiSeq 2000										multi-marker approach		
